Seq	Cruise	yyyy.mm.ddThh.mm.ss.sss	Date_mm.dd.yy	Latitude_degrees_north	Longitude_degrees_east	Bot_Depth_m	depth_m	depthbin	Pressure	CTD.S	CTD.T	Potemp090C	CTD.O2	Oxsatperc	CTD.fluo	Turbidity	sigma	percChl_a_10	Chl_a	Chl_a_AVG	Chl_a_10um	Chla10_AVG	Phaeop_AVG	Phaeop_SD	TOC_uM	TOC_ug	TN_uM	TON_uM	TON_ug	TOC.TON	NH4_uM	NO2_uM	NO3.NO2_uM	Total_inorgN_uM	PO4_uM	SiOH4_uM	POC_ug	sd_POC_ug	POC_uM	PON_ug	sd_PON_ug	PON_uM	POC.PON	DOC_uM	DOC_ug	DON_uM	DON_ug	DON.TN	DOC.DON	BP_ug	sd_BP	BR	BCD	Picophytoeukaryotes	Nanophytoplankton	Large_Nanphyto	Small_Nanophyto	Synechococcus	Phaeocystis	Cryptophytes	Dead_phyto	Bacteria	HNA_bacteria	Small_virus	Medium_virus	Large_virus	Total_virus	HNA.LNA_bacteria	smallVirus.Bacteria	HNF	Large_HNF	HNA_Bac_from_HNF_plot	LysoTrack_HNF	Humic_Fl_A_RU	Humic_FL_C_RU	Humic_Fl_M_RU	Aminoacid_Fl_T_RU	Fluorescence_Index	a255_m.1	a300_m.1	a351_m.1	a375_m.1	S300.650nm__um.1	R2_of_slope_fit_300.650	S275.295nm__um.1	S300.450nm__um.1	naut_tw_start	civil_tw_start	daylight_start	midnight_sun_start	mnsun_ends	daylight_ends	civil_tw_ends	naut_tw_ends	month	station
297	MP3	2014.05.25T10.48.00	24.05.14	79.78	6.171	1048	30	epi	30.84	35.05	3.15	3.14	5.69	7.42	2.64	0.17	27.91	NA	3.898	NA	2.567	NA	NA	NA	70.9	850.8	12.7	1.1	15.5	63.9	0.45	NA	11.14	11.59	0.69	NA	194.74	6.23	16.23	28	1.44	2	8.11	54.67	656.06	-0.89	NA	-0.07	-61.43	0.24	0.09	1.63	1.87	2074.148	2961.924	418.838	2543.086	192.385	1659.319	8.016	NA	808000	177000	1820000	124000	209000	2150000	0.28	2.25	403.698	338.213	18237.288	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	May	P04
298	MP3	2014.05.25T10.48.00	24.05.14	79.78	6.171	1048	20	epi	20.22	34.58	1.05	1.05	6.58	7.85	11.58	0.45	27.7	NA	8.977	NA	6.487	NA	NA	NA	81	972	12.2	5.5	77.6	14.6	0.29	NA	6.37	6.66	0.4	NA	429.93	4.52	35.83	68.87	1.17	4.92	7.28	45.17	542.07	0.62	8.69	0.05	72.78	1.3	0.32	4.29	5.58	4643.287	8140.281	691.383	7448.898	358.717	7270.541	34.068	NA	1510000	471000	4690000	134000	437000	5260000	0.45	3.11	992.296	1710.324	44864.407	NA	0.016371931	0.00875173	0.015504645	0.016174997	1.711249424	1.175027	0.355159	0.090314	0.039648	28.383041	0.9941	29.781695	28.461528	NA	NA	NA	NA	NA	NA	NA	NA	May	P04
299	MP3	2014.05.25T10.48.00	24.05.14	79.78	6.171	1048	10	epi	9.92	33.83	-0.97	-0.97	8.21	8.32	8.8	0.56	27.2	NA	6.075	NA	4.3	NA	NA	NA	112.9	1354.8	6.9	6.7	93.2	17	0.24	NA	0	0.24	0.03	NA	594.13	23.01	49.51	75.75	1.35	5.41	9.15	63.39	760.67	1.25	17.49	0.18	50.73	1.72	0.52	5.05	6.76	5306.613	6733.467	376.754	6356.713	320.641	6154.309	38.076	NA	1870000	846000	4750000	133000	627000	5510000	0.83	2.54	645.061	896.605	77989.198	NA	0.016907752	0.008985326	0.014426644	0.018700863	1.689816571	1.203656	0.349243	0.100519	0.056762	25.242137	0.994486	32.022877	27.701539	NA	NA	NA	NA	NA	NA	NA	NA	May	P04
300	MP3	2014.05.25T10.48.00	24.05.14	79.78	6.171	1048	5	epi	5.45	33.72	-0.98	-0.98	8.02	8.33	3.54	0.44	27.11	NA	5.004	NA	3.586	NA	NA	NA	63.6	763.2	5.8	5.8	80.5	11.1	0.05	NA	0	0.05	0.01	NA	539.19	93.04	44.93	66.35	2.49	4.74	9.48	18.67	224.01	1.01	14.15	0.17	18.47	2.6	0.99	6.42	9.03	5486.974	5116.232	282.565	4833.667	208.417	4669.339	10.02	NA	1720000	782000	4890000	176000	426000	5490000	0.83	2.83	391.975	575.617	69836.42	NA	0.015559272	0.008224638	0.011477887	0.010727386	1.756944435	1.237027	0.371099	0.113163	0.071709	25.018673	0.994293	30.840926	19.446485	NA	NA	NA	NA	NA	NA	NA	NA	May	P04
301	MP3	2014.05.25T10.48.00	24.05.14	79.78	6.171	1048	1	epi	2.68	33.74	-0.97	-0.97	8.04	8.33	2.17	0.52	27.13	NA	5.545	NA	2.976	NA	NA	NA	73.7	884.4	5.7	5.4	75.6	13.6	0.3	NA	0	0.3	0.02	NA	533.09	47.47	44.42	61.73	4.8	4.41	10.08	29.28	351.31	0.99	13.87	0.17	29.54	2.99	0.1	6.97	9.96	5302.605	3148.297	290.581	2857.716	174.349	2434.87	44.088	NA	1750000	877000	5350000	232000	619000	6200000	1.01	3.06	362.375	359.291	77610.64	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	May	P04
460	MP4	2014.08.09T06.24.00	08.08.14	79.9695	10.725	338	340	meso	348.192	35.1176	3.7	3.5091	5.6275	7.34219	0.064289	NA	27.9277	NA	0.03	NA	0.006	NA	NA	NA	64.8	777.6	14.3	5	69.3	13.1	0.61	NA	9.35	9.35	0.69	4.38	53.61	10.49	4.47	8.14	3.25	0.58	7.68	60.33	723.99	4.37	61.16	0.31	13.81	NA	NA	NA	NA	146.586	32.129	6.024	26	32.129	NA	10.04	30	245000	45300	3920000	1290000	144000	5360000	0.23	16	120.337	18.051	3932.611	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10.01	5.02	20.02	14.04	29.08	21.1	5.11	2.12	Aug	P05
461	MP4	2014.08.09T06.24.00	08.08.14	79.9695	10.725	338	200	meso	202.298	35.1228	4.2	4.0098	5.51472	7.25347	0.1839	0.304	27.8814	NA	0.17	NA	0.013	NA	NA	NA	75.3	903.6	14.1	4	56.1	18.8	1.26	NA	10.09	10.09	0.72	4.75	57.33	4.55	4.78	9.29	1.24	0.66	7.2	70.52	846.27	3.35	46.85	0.24	21.07	0.08	0.05	0.87	0.95	724.9	220.884	10.04	211	98.394	NA	2.008	76	482000	122000	4660000	1680000	219000	6570000	0.34	9.68	152.006	30.093	7985.34	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Aug	P05
462	MP4	2014.08.09T06.24.00	09.08.14	79.9695	10.725	338	100	epi	101.397	35.1256	4.4437	4.4363	5.4979	7.17927	0.15101	NA	27.8383	NA	0.184	NA	0.023	NA	NA	NA	52.6	631.2	18.7	7.8	109.6	6.7	0.98	NA	9.89	10.87	0.84	4.16	95.65	4.66	7.97	11.8	1.42	0.84	9.46	44.63	535.55	6.99	97.82	0.37	6.39	0.18	0.03	1.34	1.52	895.582	311.245	18.072	293	202.811	NA	12.048	56	548000	138000	4930000	2030000	312000	7270000	0.34	8.99	205.089	53.2	7646.877	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Aug	P05
463	MP4	2014.08.09T06.24.00	09.08.14	79.9695	10.725	338	75	epi	75.246	35.1577	5.1577	4.9646	5.49041	7.08668	0.11961	NA	27.8039	NA	0.129	NA	0.023	NA	NA	NA	79.1	949.2	13.9	3.7	51.7	21.4	0.1	NA	10.21	10.21	0.84	4.32	76.18	17.72	6.35	9.37	2.71	0.67	9.48	72.75	873.02	3.02	42.29	0.22	24.09	0.03	0.02	0.46	0.49	340.04	167.002	14.085	153	124.748	NA	4.024	94	454000	71700	4270000	1590000	224000	6080000	0.19	9.4	136.574	15.432	5090.278	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Aug	P05
464	MP4	2014.08.09T08.49.00	09.08.14	79.9713	10.752	337	50	epi	50.776	35.1096	5.3341	5.33	5.48172	7.02723	0.30575	0.154	27.7225	NA	0.275	NA	0.066	NA	NA	NA	61.7	740.4	19.2	9.6	134.1	6.4	0.06	NA	9.56	9.62	0.74	4.02	72.79	4.58	6.07	12.77	1.42	0.91	6.65	55.63	667.61	8.67	121.35	0.45	6.42	0.2	0.01	1.43	1.62	1134.538	487.952	26.104	462	566.265	NA	16.064	38	596000	128000	4930000	2580000	406000	7910000	0.27	8.27	210.648	41.667	6534.722	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Aug	P05
465	MP4	2014.08.09T08.49.00	09.08.14	79.9713	10.752	337	40	epi	40.394	35.1533	5.1533	5.5226	5.4569	6.99307	0.19137	NA	27.7337	NA	0.199	NA	0.074	NA	NA	NA	54.9	658.8	11.3	1.1	15	51.3	0	NA	10.23	10.23	0.73	4.5	53.21	4.05	4.43	7.87	1.05	0.56	7.89	50.47	605.59	0.51	7.11	0.04	99.31	0.14	0.08	1.18	1.32	486.922	213.28	20.121	193	376.258	NA	18.109	24	593000	94300	4130000	1930000	299000	6360000	0.19	6.97	218.196	34.695	6403.238	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Aug	P05
466	MP4	2014.08.09T08.49.00	09.08.14	79.9713	10.752	337	30	epi	30.219	35.0297	5.6055	5.603	5.65451	6.98547	0.78194	0.183	27.626	NA	0.877	NA	0.205	NA	NA	NA	104.7	1256.4	15.4	4.9	68.9	21.3	1.42	NA	9.06	10.48	0.67	2.96	153.68	35.48	12.81	31.67	7.17	2.26	5.66	91.89	1102.72	2.66	37.21	0.17	34.57	0.97	0.17	3.63	4.61	3688.755	1622.49	160.643	1462	2028.112	NA	108.434	50	803000	185000	7450000	3750000	711000	11900000	0.3	9.27	412.49	92.521	12232.074	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Aug	P05
467	MP4	2014.08.09T08.49.00	09.08.14	79.9713	10.752	337	20	epi	20.15	34.9527	5.785	5.7834	5.8583	6.95919	2.1328	NA	27.5426	NA	2.435	NA	0.242	NA	NA	NA	66.3	795.6	13.7	5.6	78.1	11.9	0.8	NA	7.32	8.12	0.55	2.12	210.12	17.47	17.51	44.71	5.48	3.19	5.48	48.79	585.48	2.39	33.41	0.17	20.44	1.32	0.12	4.34	5.66	9987.952	4232.932	335.341	3898	2002.008	NA	656.627	48	855000	240000	8240000	4230000	923000	13400000	0.39	9.64	685.428	199.692	20329.992	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Aug	P05
468	MP4	2014.08.09T08.49.00	09.08.14	79.9713	10.752	337	10	epi	10.102	34.8484	6.01	6.0091	6.00452	6.92689	1.5093	0.285	27.4316	NA	3.015	NA	0.634	NA	NA	NA	71.4	856.8	12.6	6	83.7	11.9	0.14	NA	6.48	6.62	0.49	1.99	336.06	6.1	28.01	64.81	1.7	4.63	6.05	43.39	520.74	1.35	18.91	0.11	32.12	2.17	0.15	5.78	7.95	16483.936	3869.478	524.096	3345	6985.944	NA	564.257	34	1320000	332000	9540000	5150000	1060000	15800000	0.33	7.21	760.987	263.685	27870.47	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Aug	P05
469	MP4	2014.08.09T08.49.00	09.08.14	79.9713	10.752	337	5	epi	4.914	34.8733	5.9667	5.9663	6.00172	6.93286	1.6005	0.337	27.4569	NA	3.144	NA	0.575	NA	NA	NA	84.5	1014	14.1	8.5	119.3	9.9	0.1	NA	5.48	5.58	0.44	1.79	328.1	6.57	27.34	64.88	2.05	4.63	5.9	57.16	685.9	3.89	54.4	0.28	14.71	2.13	0.35	5.72	7.84	15393.574	4090.361	413.655	3677	7315.261	NA	684.739	32	1290000	323000	8890000	4640000	967000	14500000	0.33	6.87	785.494	261.574	23558.642	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Aug	P05
470	MP4	2014.08.09T08.49.00	09.08.14	79.9713	10.752	337	1	epi	2.74	34.863	6.0268	6.0266	6.00667	6.92347	1.2395	0.364	27.441	NA	3.308	NA	0.667	NA	NA	NA	102.1	1225.2	12.6	7.8	108.8	13.1	0.15	NA	4.68	4.83	0.39	1.88	315.67	14.24	26.31	63.28	2.79	4.52	5.82	75.79	909.53	3.25	45.5	0.26	23.32	1.89	0.13	5.33	7.22	17247.485	4668.008	478.873	4189	7281.69	NA	758.551	48	NA	NA	NA	NA	NA	NA	NA	NA	1017.747	364.969	31645.833	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Aug	P05
471	MP4	2014.08.12T04.51.00	12.08.14	80.8595	15.0022	1170	1000	meso	1012.93	34.9315	-0.4575	-0.4991	5.53454	8.14758	0.037378	0.061	28.0742	NA	0.334	NA	0.096	NA	NA	NA	58.2	698.4	21.2	12.7	177.1	4.6	0	NA	8.55	8.55	0.78	5.7	43.82	0.99	3.65	7.35	2.07	0.53	6.95	54.55	654.58	12.12	169.75	0.57	4.5	NA	NA	NA	NA	1329.317	588.353	74.297	514	148.594	NA	28.112	28	85300	22100	1460000	1080000	220000	2750000	0.35	17.09	13.878	3.084	1290.671	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	16.01	8.02	23.02	10.04	1.09	18.1	2.11	26.11	Aug	P06
472	MP4	2014.08.12T04.51.00	12.08.14	80.8595	15.0022	1170	750	meso	760.109	34.9392	0.1098	0.0767	5.57282	8.02498	0.03663	0.052	28.0513	NA	0.331	NA	0.093	NA	NA	NA	61.3	735.6	19.6	7.5	105.4	8.1	0.15	NA	12.07	12.07	0.97	7.16	37.97	3.68	3.16	5.54	1.18	0.4	7.99	58.14	697.63	7.13	99.88	0.36	8.15	NA	NA	NA	NA	991.968	439.759	38.153	402	66.265	NA	40.161	22	105000	31800	1280000	1200000	280000	2760000	0.43	12.18	8.488	1.543	1652.778	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Aug	P06
473	MP4	2014.08.12T04.51.00	12.08.14	80.8595	15.0022	1170	500	meso	506.287	35.0381	2.1642	2.1347	5.65085	7.60303	0.037378	0.061	27.9889	NA	0.347	NA	0.103	NA	NA	NA	62.1	745.2	20.1	8.8	122.5	7.1	0.44	NA	11.35	11.35	0.87	5.03	49.33	4.79	4.11	7.26	0.81	0.52	7.93	57.99	695.87	8.23	115.24	0.41	7.04	NA	NA	NA	NA	1208.835	371.486	46.185	325	114.458	NA	34.137	6	155000	49200	1210000	1640000	338000	3200000	0.47	7.84	29.298	3.855	2111.796	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Aug	P06
474	MP4	2014.08.12T04.51.00	12.08.14	80.8595	15.0022	1170	200	meso	202.462	35.0035	2.5356	2.5237	5.67528	7.53349	0.041115	0.06	27.9298	NA	0.557	NA	0.178	NA	NA	NA	66.1	793.2	13.8	3.4	47.5	19.5	0.62	NA	10.41	10.41	0.78	4.39	37.84	2.11	3.15	5.99	1.74	0.43	7.37	62.95	755.36	2.96	41.47	0.21	21.25	0.13	0.14	1.13	1.26	1339.357	355.422	34.137	321	162.651	NA	60.241	22	212000	83000	1370000	2090000	476000	3930000	0.64	6.47	44.719	6.168	3002.313	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Aug	P06
475	MP4	2014.08.12T04.51.00	12.08.14	80.8595	15.0022	1170	100	epi	100.853	35.1352	4.4898	4.4824	5.54066	7.17076	0.18465	0.094	27.8408	NA	2.058	NA	0.922	NA	NA	NA	57.7	692.4	19.4	NA	NA	NA	0.23	NA	NA	NA	NA	NA	69.51	3.73	5.79	13	2.79	0.93	6.24	51.91	622.89	NA	NA	0	NA	0.16	0.07	1.25	1.41	62.374	10.06	0	10	36.217	NA	38.229	34	674000	189000	1700000	3080000	807000	5590000	0.39	2.52	152.778	27.778	7763.117	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Aug	P06
476	MP4	2014.08.12T04.51.00	12.08.14	80.8595	15.0022	1170	75	epi	75.874	34.7795	1.7983	1.7944	5.95373	7.6878	0.37303	0.103	27.8108	NA	1.974	NA	1.071	NA	NA	NA	57.2	686.4	17.2	NA	NA	NA	0.55	NA	NA	NA	NA	NA	88.51	3.32	7.38	15.1	3.35	1.08	6.84	49.82	597.89	NA	NA	0	NA	0.18	0.18	1.37	1.55	56.225	0	0	0	2.008	NA	10.04	22	779000	248000	2180000	3710000	883000	6780000	0.47	2.8	162.683	20.817	7175.019	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Aug	P06
477	MP4	2014.08.12T04.51.00	12.08.14	80.8595	15.0022	1170	50	epi	51.039	34.4315	-0.922	-0.9234	6.22825	8.27846	0.38275	0.117	27.6896	NA	0.308	NA	0.135	NA	NA	NA	67.1	805.2	14.5	6.5	91	10.3	0.42	NA	7.58	8	0.64	3.21	80.51	2.17	6.71	13.56	2.45	0.97	6.93	60.39	724.69	5.53	77.44	0.38	10.92	0.25	0.08	1.67	1.92	170.683	14.056	4.016	10	24.096	NA	10.04	30	626000	205000	1980000	3310000	682000	5980000	0.49	3.17	106.399	30.84	5542.02	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Aug	P06
478	MP4	2014.08.12T04.51.00	12.08.14	80.8595	15.0022	1170	40	epi	40.66	34.3806	-1.3413	-1.3422	6.26834	8.37624	0.38798	0.084	27.6636	NA	0.324	NA	0.148	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.74	NA	3.94	4.68	0.41	1.73	81.77	2.9	6.81	13.28	2.73	0.95	7.18	NA	NA	NA	NA	NA	NA	0.3	0.04	1.85	2.15	178.715	10.04	4.016	6	34.137	NA	24.096	28	656000	216000	1650000	2950000	649000	5250000	0.49	2.51	105.628	31.611	4629.915	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Aug	P06
479	MP4	2014.08.12T04.51.00	12.08.14	80.8595	15.0022	1170	30	epi	30.888	34.1796	-1.4619	-1.4626	6.37681	8.41554	0.70868	0.142	27.5043	NA	0.375	NA	0.111	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.44	NA	NA	0.44	NA	NA	206.99	8.07	17.25	39.98	4.89	2.86	6.04	NA	NA	NA	NA	NA	NA	1.28	0.02	4.27	5.55	522.088	240.964	40.161	201	136.546	NA	40.161	48	1430000	490000	5050000	6570000	1570000	13200000	0.52	3.53	456.438	136.469	22624.518	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Aug	P06
480	MP4	2014.08.12T04.51.00	12.08.14	80.8595	15.0022	1170	25	epi	24.915	34.192	3.0055	3.004	6.90505	7.48544	2.5626	0.271	27.2396	NA	0.198	NA	0.049	NA	NA	NA	98.8	1185.6	10.9	NA	NA	9.1	0.1	NA	NA	0.1	NA	NA	250.2	6.23	20.85	44.39	1.09	3.17	6.58	77.95	935.4	NA	NA	0	NA	2.26	0.03	5.93	8.19	1209.256	1529.175	402.414	1127	494.97	NA	34.205	40	1600000	551000	4510000	6960000	1850000	13300000	0.53	2.83	727.833	242.868	34140.324	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Aug	P06
481	MP4	2014.08.12T00.47.00	12.08.14	80.8567	15.0157	1273	20	epi	20.011	32.9558	-1.1206	-1.1211	7.90499	8.40818	0.64962	0.15	26.5006	NA	0.021	NA	0.006	NA	NA	NA	64.9	778.8	11.3	NA	NA	5.8	0.09	NA	NA	0.09	0.06	0.63	184.24	21	15.35	34	2.61	2.43	6.32	49.55	594.56	NA	NA	0	NA	1.87	0.14	5.3	7.16	993.976	493.976	60.241	434	106.426	NA	18.072	26	672000	249000	2920000	5340000	1280000	9540000	0.59	4.35	434.079	141.095	18132.614	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Aug	P06
482	MP4	2014.08.12T00.47.00	12.08.14	80.8567	15.0157	1273	10	epi	10.663	32.6473	-1.3334	-1.3336	7.7787	8.47515	0.23174	0.15	26.2567	NA	0.011	NA	0.003	NA	NA	NA	57.5	690	11.7	11.6	162	5	0.09	NA	0.04	0.13	0.06	0.69	159.22	10.04	13.27	30.79	3.06	2.2	6.03	44.23	530.78	9.37	131.19	0.8	4.72	1.43	0.03	4.54	5.97	965.795	378.27	28.169	350	24.145	NA	24.145	20	511000	197000	8260000	6480000	1370000	16100000	0.63	16.16	439.815	172.068	18880.401	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Aug	P06
483	MP4	2014.08.12T00.47.00	12.08.14	80.8567	15.0157	1273	5	epi	5.13	31.8623	-1.0117	-1.0118	6.83621	8.44662	0.13979	0.133	25.611	NA	0.004	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.08	NA	0.73	0.81	0.06	0.62	156.68	2.61	13.06	29.16	1.94	2.08	6.27	NA	NA	NA	NA	NA	NA	1.38	0.06	4.46	5.84	4556.225	915.663	132.53	783	1014.056	NA	78.313	66	484000	194000	3530000	5350000	1150000	10000000	0.67	7.29	278.549	84.877	18070.216	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Aug	P06
484	MP4	2014.08.12T00.47.00	12.08.14	80.8567	15.0157	1273	1	epi	4.964	31.8647	-1.0021	-1.0022	6.98368	8.44428	0.14652	0.128	25.6127	NA	0.004	NA	0.002	NA	NA	NA	63.6	763.2	10.4	9.8	136.6	6.5	1.19	NA	0.64	0.64	0.06	0.68	159.8	5.49	13.32	27.46	2.72	1.96	6.79	50.28	603.4	7.8	109.18	0.75	6.45	1.18	0.04	4.07	5.25	5383.534	2419.679	582.329	1837	1148.594	NA	98.394	124	448000	187000	3150000	5100000	1100000	9350000	0.71	7.03	321.429	102.381	16904.762	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Aug	P06
485	MP4	2014.08.14T01.04.00	14.08.14	80.7058	15.2657	1220	1000	meso	1013.903	34.9385	-0.2388	-0.2822	5.5263	8.09971	0.038125	0.083	28.0691	NA	0.469	NA	0.129	NA	NA	NA	52.3	627.6	19.5	6.4	89.3	8.2	0.16	NA	13.12	13.12	1	8.37	39.58	2.64	3.3	5.48	2	0.39	8.43	49	588.02	5.99	83.84	0.31	8.18	NA	NA	NA	NA	28.543	0	0	0	14.085	NA	51.577	30	120000	42100	1110000	1300000	269000	2670000	0.54	9.25	20.801	3.852	1508.475	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	16.01	8.02	23.02	10.04	1.09	18.1	2.11	26.11	Aug	P07
486	MP4	2014.08.14T01.04.00	14.08.14	80.7058	15.2657	1220	750	meso	759.461	34.9932	0.9593	0.9209	5.59821	7.84499	0.037378	0.088	28.0428	NA	0.615	NA	0.211	NA	NA	NA	68.3	819.6	19.7	7.1	99	9.7	0.48	NA	12.63	12.63	0.91	6.47	38.93	0.3	3.24	6.4	1.54	0.46	7.1	65.06	780.67	6.61	92.58	0.34	9.84	NA	NA	NA	NA	192.771	12.048	2.008	10	14.056	NA	6.024	44	140000	49700	988000	1670000	326000	2990000	0.55	7.05	21.572	2.311	1835.901	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Aug	P07
487	MP4	2014.08.14T01.04.00	14.08.14	80.7058	15.2657	1220	500	meso	506.445	35.1045	3.3976	3.3631	5.57194	7.3675	0.075503	0.093	27.9306	NA	1.228	NA	0.485	NA	NA	NA	57.5	690	19.9	9	126	6.4	0	NA	10.9	10.9	0.8	4.3	48.18	2.02	4.01	6.09	1.18	0.44	9.22	53.49	641.82	8.56	119.91	0.43	6.24	NA	NA	NA	NA	181.087	6.036	0	6	32.193	NA	4.024	48	335000	122000	1830000	2740000	554000	5130000	0.57	5.47	73.19	13.867	3510.015	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Aug	P07
488	MP4	2014.08.14T01.04.00	14.08.14	80.7058	15.2657	1220	200	meso	202.48	35.123	3.9139	3.8997	5.56204	7.27314	0.14278	0.093	27.8931	NA	1.84	NA	0.741	NA	NA	NA	56.3	675.6	20	9.4	132	6	0.35	NA	10.57	10.57	0.81	3.94	62.3	9.98	5.19	8.93	1.71	0.64	8.14	51.11	613.3	8.79	123.09	0.44	5.81	0.08	0.04	0.84	0.92	255.533	98.592	18.109	80	50.302	NA	6.036	382	306000	95600	1420000	2240000	510000	4170000	0.46	4.65	82.435	14.638	4093.22	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Aug	P07
489	MP4	2014.08.14T04.40.00	14.08.14	80.6932	15.2822	579	100	epi	100.771	35.1387	4.4399	4.4325	5.52308	7.17932	0.22128	0.09	27.8491	NA	1.751	NA	0.763	NA	NA	NA	66.4	796.8	19.1	8.9	125	7.4	0.13	NA	10.17	10.17	0.75	4.03	63.65	4.42	5.3	7.77	2.7	0.55	9.56	61.1	733.15	8.38	117.25	0.44	7.29	0.06	0.01	0.71	0.76	275.654	94.567	30.181	64	168.675	NA	10.06	32	361000	104000	1400000	1990000	483000	3870000	0.41	3.87	58.552	9.245	4138.675	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Aug	P07
490	MP4	2014.08.14T04.40.00	14.08.14	80.6932	15.2822	579	75	epi	75.476	35.1422	4.7837	4.778	5.52092	7.11946	0.2736	0.088	27.8131	NA	1.652	NA	0.724	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.07	NA	6.47	6.54	0.58	2.54	114.73	82.34	9.56	22.82	20.46	1.63	5.86	NA	NA	NA	0	NA	NA	0.12	0.05	1.07	1.19	1355.422	656.627	34.137	622	1337.349	NA	10.04	68	545000	133000	2780000	1890000	385000	5060000	0.32	5.1	123.267	23.112	8807.396	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Aug	P07
